lender,month_start,product_type,isautoleadcreated,major_index,original_major_stage,sub_stage,Leads,Stuck%
FULLERTON,1.MTD,Fresh,Flow2(Manual),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,200,7.8
NACL,2.LMTD,Fresh,Flow1(Auto),14.0,Submit to LMS,,199,
PIRAMAL,1.MTD,Renewal,Flow1(Auto),13.0,Application submitted by user,,198,
PYFL,2.LMTD,Renewal,Flow2(Manual),15.0,Disbursed,,198,
PIRAMAL,1.MTD,Renewal,Flow1(Auto),12.0,Mandate done,,198,
NACL,2.LMTD,Renewal,Flow2(Manual),2.0,Workable leads,,196,
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),8.0,KYC completed,,196,
NACL,2.LMTD,Renewal,Flow2(Manual),6.0,Child_Lead_Created,,196,
MFL,1.MTD,Renewal,Flow1(Auto),14.0,Submit to LMS,,194,
FULLERTON,1.MTD,Renewal,Flow1(Auto),13.1,Application submitted by user,DIY_FI_DOC_UPLOADED,193,11.4
PYFL,1.MTD,Fresh,Flow1(Auto),14.0,Submit to LMS,,193,
KSF,2.LMTD,Renewal,Flow2(Manual),11.0,Review submit,,192,
NACL,1.MTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,192,15.5
SHRIRAM,1.MTD,Renewal,Flow2(Manual),8.0,KYC completed,,192,
PYFL,1.MTD,Fresh,Flow2(Manual),1001.1,Unmapped,FETCH_DOC_INIT_SUCCESS,190,28.6
SHRIRAM,2.LMTD,Fresh,Flow1(Auto),1.0,Total leads,,190,
KSF,1.MTD,Renewal,Flow2(Manual),9.0,BRE2 completed,,190,
PYFL,1.MTD,Fresh,Flow1(Auto),8.1,KYC completed,LENDER_BRE_REJECTED,189,23.4
NACL,2.LMTD,Fresh,Flow2(Manual),14.0,Submit to LMS,,189,
KSF,1.MTD,Renewal,Flow2(Manual),10.0,Disbursal acc verified,,189,
MFL,2.LMTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,KYC_FAILED,187,20.2
NACL,2.LMTD,Fresh,Flow1(Auto),15.0,Disbursed,,187,
NACL,2.LMTD,Renewal,Flow1(Auto),9.0,BRE2 completed,,185,
PIRAMAL,1.MTD,Renewal,Flow2(Manual),8.0,KYC completed,,185,
MFL,2.LMTD,Renewal,Flow2(Manual),8.0,KYC completed,,184,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,183,23.3
NACL,2.LMTD,Renewal,Flow1(Auto),10.0,Disbursal acc verified,,183,
PYFL,1.MTD,Renewal,Flow2(Manual),14.0,Submit to LMS,,181,
NACL,2.LMTD,Renewal,Flow2(Manual),7.0,Selfie uploaded,,178,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,178,10.8
PIRAMAL,2.LMTD,Renewal,Flow1(Auto),14.0,Submit to LMS,,178,
SHRIRAM,1.MTD,Renewal,Flow1(Auto),15.0,Disbursed,,176,
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),9.0,BRE2 completed,,176,
PYFL,1.MTD,Fresh,Flow1(Auto),15.0,Disbursed,,176,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,LENDER_CREATE_APPLICATION_SUCCESS,176,6.8
NACL,2.LMTD,Fresh,Flow2(Manual),15.0,Disbursed,,175,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),10.1,Disbursal acc verified,BANKING_ACTION_DONE,175,13.3
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),4.1,BRE1 completed,LENDER_CREATE_APPLICATION_REJECTED,175,43.3
KSF,1.MTD,Renewal,Flow2(Manual),11.0,Review submit,,174,
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),10.0,Disbursal acc verified,,174,
PYFL,1.MTD,Fresh,Flow2(Manual),14.0,Submit to LMS,,173,
MFL,1.MTD,Renewal,Flow1(Auto),15.0,Disbursed,,173,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,LIS_CREATE_APPLICATION_SUCCESS,173,10.5
SHRIRAM,1.MTD,Renewal,Flow2(Manual),9.0,BRE2 completed,,173,
MFL,2.LMTD,Fresh,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,172,26.2
MFL,2.LMTD,Renewal,Flow1(Auto),14.0,Submit to LMS,,171,
SHRIRAM,1.MTD,Renewal,Flow2(Manual),10.0,Disbursal acc verified,,171,
PYFL,1.MTD,Renewal,Flow2(Manual),15.0,Disbursed,,171,
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),11.0,Review submit,,171,
MFL,2.LMTD,Renewal,Flow1(Auto),8.1,KYC completed,BRE2_FAILURE,169,38.2
KSF,2.LMTD,Renewal,Flow2(Manual),12.0,Mandate done,,169,
SHRIRAM,2.LMTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,LENDER_CREATE_APPLICATION_SUCCESS,168,8.7
SHRIRAM,1.MTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,KYC_FAILED,167,13.5
PYFL,1.MTD,Fresh,Flow2(Manual),15.0,Disbursed,,167,
KSF,2.LMTD,Renewal,Flow2(Manual),13.0,Application submitted by user,,167,
FULLERTON,1.MTD,Fresh,Flow2(Manual),13.1,Application submitted by user,LOAN_APPLICATION_ON_HOLD,166,4.9
PYFL,2.LMTD,Fresh,Flow2(Manual),8.1,KYC completed,LENDER_BRE_REJECTED,166,15.4
KSF,1.MTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,INITIATE_MULTIMODE_KYC,166,7.5
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),13.0,Application submitted by user,,166,
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),12.0,Mandate done,,166,
PYFL,1.MTD,Renewal,Flow1(Auto),8.1,KYC completed,LENDER_BRE_REJECTED,165,18.6
UCL,1.MTD,MicroML,Flow1(Auto),7.1,Selfie uploaded,KYC_REJECTED,163,11.9
NACL,2.LMTD,Renewal,Flow1(Auto),11.0,Review submit,,163,
KSF,1.MTD,Renewal,Flow2(Manual),12.0,Mandate done,,161,
MFL,1.MTD,Renewal,Flow1(Auto),8.1,KYC completed,BRE2_FAILURE,161,35.6
KSF,1.MTD,Renewal,Flow2(Manual),13.0,Application submitted by user,,160,
PIRAMAL,2.LMTD,Renewal,Flow1(Auto),15.0,Disbursed,,160,
SHRIRAM,1.MTD,Renewal,Flow1(Auto),4.1,BRE1 completed,LENDER_CREATE_APPLICATION_REJECTED,159,22.5
MFL,1.MTD,Renewal,Flow2(Manual),6.0,Child_Lead_Created,,158,
SHRIRAM,1.MTD,Renewal,Flow2(Manual),11.0,Review submit,,158,
FULLERTON,1.MTD,Fresh,Flow2(Manual),8.1,KYC completed,SERVICEABILITY_REJECTED,158,2.9
MFL,1.MTD,Renewal,Flow2(Manual),2.0,Workable leads,,158,
NACL,2.LMTD,Renewal,Flow1(Auto),12.0,Mandate done,,158,
UCL,1.MTD,MicroML,Flow2(Manual),7.1,Selfie uploaded,INITIATE_MULTIMODE_KYC,157,15.0
PIRAMAL,1.MTD,Renewal,Flow1(Auto),14.0,Submit to LMS,,157,
SHRIRAM,1.MTD,Renewal,Flow2(Manual),12.0,Mandate done,,154,
SHRIRAM,1.MTD,Renewal,Flow2(Manual),13.0,Application submitted by user,,154,
SHRIRAM,2.LMTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,153,9.0
MFL,1.MTD,Fresh,Flow2(Manual),9.0,BRE2 completed,,153,
MFL,1.MTD,Fresh,Flow2(Manual),10.0,Disbursal acc verified,,151,
SHRIRAM,2.LMTD,Renewal,Flow2(Manual),6.0,Child_Lead_Created,,150,
PYFL,1.MTD,Fresh,Flow1(Auto),1001.1,Unmapped,SERVICEABILITY_ACCEPTED,150,14.9
MFL,1.MTD,Renewal,Flow2(Manual),7.0,Selfie uploaded,,150,
SHRIRAM,2.LMTD,Renewal,Flow2(Manual),2.0,Workable leads,,150,
MFL,2.LMTD,Renewal,Flow1(Auto),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,149,87.1
FULLERTON,1.MTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,KYC_SELFIE_UPLOADED,148,1.6
FULLERTON,1.MTD,Fresh,Flow2(Manual),13.1,Application submitted by user,BUSINESS_APPROVAL_AWAITED,148,4.4
NACL,2.LMTD,Renewal,Flow1(Auto),13.0,Application submitted by user,,148,
KSF,1.MTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,SELFIE_CAPTURED,147,6.7
MFL,1.MTD,Fresh,Flow1(Auto),8.1,KYC completed,BRE2_FAILURE,146,30.0
PIRAMAL,1.MTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,146,21.7
NACL,1.MTD,Renewal,Flow2(Manual),14.0,Submit to LMS,,145,
NACL,2.LMTD,Renewal,Flow2(Manual),8.0,KYC completed,,145,
KSF,2.LMTD,Renewal,Flow2(Manual),14.0,Submit to LMS,,145,
KSF,2.LMTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,KYC_REJECTED,144,3.8
SHRIRAM,2.LMTD,Renewal,Flow2(Manual),7.0,Selfie uploaded,,144,
SHRIRAM,2.LMTD,Renewal,Flow2(Manual),4.0,BRE1 completed,,144,
PIRAMAL,1.MTD,Renewal,Flow1(Auto),15.0,Disbursed,,142,
KSF,2.LMTD,Renewal,Flow1(Auto),1001.0,Unmapped,,142,
MFL,2.LMTD,Renewal,Flow2(Manual),9.0,BRE2 completed,,141,
KSF,2.LMTD,Fresh,Flow1(Auto),11.1,Review submit,EMANDATE_REQUIRED,141,8.5
MFL,2.LMTD,Renewal,Flow2(Manual),10.0,Disbursal acc verified,,140,
NACL,1.MTD,Renewal,Flow2(Manual),15.0,Disbursed,,139,
PIRAMAL,2.LMTD,Renewal,Flow2(Manual),9.0,BRE2 completed,,139,
MFL,1.MTD,Fresh,Flow2(Manual),11.0,Review submit,,139,
PYFL,2.LMTD,Fresh,Flow1(Auto),8.1,KYC completed,KYC_FAILED_SEARCH_BY_PAN,139,11.3
KSF,1.MTD,Renewal,Flow1(Auto),6.1,Child_Lead_Created,BANK_NAME_MATCH_FAILED,137,9.1
PIRAMAL,2.LMTD,Renewal,Flow2(Manual),10.0,Disbursal acc verified,,137,
FULLERTON,2.LMTD,Fresh,Flow1(Auto),8.1,KYC completed,SERVICEABILITY_REJECTED,136,3.2
KSF,2.LMTD,Renewal,Flow2(Manual),15.0,Disbursed,,136,
MFL,2.LMTD,Renewal,Flow2(Manual),11.0,Review submit,,136,
FULLERTON,2.LMTD,Renewal,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,135,16.9
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),14.0,Submit to LMS,,134,
KSF,1.MTD,Renewal,Flow2(Manual),14.0,Submit to LMS,,134,
NACL,2.LMTD,Fresh,Flow1(Auto),8.1,KYC completed,BRE2_FAILURE,133,26.7
FULLERTON,1.MTD,Renewal,Flow1(Auto),1.0,Total leads,,131,
KSF,2.LMTD,Fresh,Flow2(Manual),11.1,Review submit,REVIEW_OFFER_ACCEPTED,130,7.0
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),4.1,BRE1 completed,LENDER_CREATE_APPLICATION_REJECTED,130,13.5
PYFL,1.MTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,ML_CHILD_LEAD_CREATED,130,11.4
PYFL,2.LMTD,Fresh,Flow2(Manual),8.1,KYC completed,KYC_FAILED_SEARCH_BY_PAN,130,12.1
UCL,1.MTD,MicroML,Flow2(Manual),7.1,Selfie uploaded,KYC_REJECTED,129,12.3
NACL,2.LMTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,129,19.0
FULLERTON,1.MTD,Renewal,Flow1(Auto),13.1,Application submitted by user,LOAN_APPLICATION_ON_HOLD,129,7.6
NACL,1.MTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,KYC_FAILED,129,20.4
MFL,2.LMTD,Renewal,Flow2(Manual),12.0,Mandate done,,127,
PYFL,2.LMTD,Renewal,Flow1(Auto),8.1,KYC completed,LENDER_BRE_REJECTED,125,22.3
KSF,1.MTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,INITIATE_MULTIMODE_KYC,125,8.0
PYFL,2.LMTD,Renewal,Flow2(Manual),1001.0,Unmapped,,125,
FULLERTON,1.MTD,Fresh,Flow1(Auto),1.0,Total leads,,124,
PIRAMAL,2.LMTD,Renewal,Flow2(Manual),11.0,Review submit,,123,
SHRIRAM,1.MTD,Renewal,Flow2(Manual),14.0,Submit to LMS,,123,
FULLERTON,2.LMTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,123,7.2
FULLERTON,1.MTD,Renewal,Flow1(Auto),10.1,Disbursal acc verified,BANKING_ACTION_DONE,123,6.3
KSF,2.LMTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,KYC_REJECTED,121,3.5
SHRIRAM,1.MTD,Fresh,Flow1(Auto),1.0,Total leads,,121,
FULLERTON,1.MTD,Renewal,Flow2(Manual),7.1,Selfie uploaded,KYC_FAILED,121,7.6
FULLERTON,1.MTD,Fresh,Flow1(Auto),13.1,Application submitted by user,LIS_DATA_UPDATE_FAILED,121,3.0
UCL,1.MTD,MicroML,Flow1(Auto),7.1,Selfie uploaded,LENDER_APP_CREATE_SUCCESS,120,8.7
SHRIRAM,2.LMTD,Fresh,Flow1(Auto),8.1,KYC completed,BRE2_FAILURE,119,11.3
KSF,1.MTD,Renewal,Flow2(Manual),15.0,Disbursed,,119,
MFL,2.LMTD,Fresh,Flow1(Auto),1.0,Total leads,,118,
NACL,2.LMTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,117,14.7
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),15.0,Disbursed,,117,
MFL,1.MTD,Fresh,Flow2(Manual),12.0,Mandate done,,117,
KSF,2.LMTD,Fresh,Flow1(Auto),1001.1,Unmapped,TF_LMS_FETCH_DOCUMENTS,116,26.0
PYFL,2.LMTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,ML_CHILD_LEAD_CREATED,115,8.7
MFL,1.MTD,Renewal,Flow2(Manual),8.0,KYC completed,,115,
FULLERTON,2.LMTD,Renewal,Flow1(Auto),1002.0,Unmapped,,114,
MFL,1.MTD,Fresh,Flow2(Manual),13.0,Application submitted by user,,113,
MFL,2.LMTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,113,19.6
SHRIRAM,1.MTD,Fresh,Flow2(Manual),4.1,BRE1 completed,LENDER_CREATE_APPLICATION_REJECTED,112,9.1
MFL,2.LMTD,Renewal,Flow2(Manual),13.0,Application submitted by user,,112,
MFL,1.MTD,Fresh,Flow1(Auto),1.0,Total leads,,112,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,112,13.2
PIRAMAL,2.LMTD,Renewal,Flow2(Manual),12.0,Mandate done,,112,
PYFL,2.LMTD,Fresh,Flow2(Manual),13.1,Application submitted by user,LOAN_AGREEMENT_SUCCESS,111,17.8
PIRAMAL,2.LMTD,Renewal,Flow2(Manual),13.0,Application submitted by user,,111,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,111,24.1
PYFL,2.LMTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,KYC_REJECTED,111,8.7
FULLERTON,1.MTD,Renewal,Flow1(Auto),11.1,Review submit,EMANDATE_REQUIRED,110,6.1
FULLERTON,2.LMTD,Renewal,Flow2(Manual),6.1,Child_Lead_Created,KYC_IN_PROGRESS,110,11.0
NACL,2.LMTD,Renewal,Flow1(Auto),14.0,Submit to LMS,,109,
KSF,2.LMTD,Renewal,Flow1(Auto),8.1,KYC completed,LENDER_BRE_REJECTED,108,19.6
FULLERTON,1.MTD,Renewal,Flow1(Auto),8.1,KYC completed,SERVICEABILITY_REJECTED,107,3.1
NACL,2.LMTD,Renewal,Flow1(Auto),15.0,Disbursed,,106,
NACL,2.LMTD,Renewal,Flow2(Manual),9.0,BRE2 completed,,106,
PIRAMAL,2.LMTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,106,16.8
SHRIRAM,1.MTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,LENDER_CREATE_APPLICATION_SUCCESS,106,7.9
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,KYC_FAILED,106,11.0
NACL,2.LMTD,Renewal,Flow2(Manual),10.0,Disbursal acc verified,,106,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,105,7.8
KSF,1.MTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,BANK_NAME_MATCH_FAILED,104,6.0
KSF,1.MTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,SELFIE_CAPTURED,104,6.6
UCL,1.MTD,MicroML,Flow1(Auto),6.1,Child_Lead_Created,AWAIT_SELFIE,104,5.5
FULLERTON,2.LMTD,Fresh,Flow1(Auto),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,103,6.4
MFL,2.LMTD,Renewal,Flow2(Manual),14.0,Submit to LMS,,103,
KSF,2.LMTD,Fresh,Flow1(Auto),14.1,Submit to LMS,LMS_FETCH_DOCUMENTS_INIT,103,9.0
NACL,2.LMTD,Renewal,Flow1(Auto),8.1,KYC completed,BRE2_FAILURE,102,34.6
FULLERTON,2.LMTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,KYC_SELFIE_UPLOADED,102,2.0
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,102,9.6
KSF,2.LMTD,Fresh,Flow1(Auto),1001.1,Unmapped,TF_LMS_PDC_CHECK_INITIATE,102,22.9
MFL,1.MTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,102,15.4
MFL,1.MTD,Fresh,Flow2(Manual),14.0,Submit to LMS,,101,
FULLERTON,1.MTD,Renewal,Flow1(Auto),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,100,10.4
UCL,1.MTD,MicroML,Flow2(Manual),7.1,Selfie uploaded,LENDER_APP_CREATE_SUCCESS,100,9.5
PIRAMAL,1.MTD,Renewal,Flow2(Manual),9.0,BRE2 completed,,99,
PIRAMAL,1.MTD,Renewal,Flow2(Manual),10.0,Disbursal acc verified,,99,
MFL,2.LMTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,99,9.7
NACL,2.LMTD,Renewal,Flow2(Manual),11.0,Review submit,,99,
FULLERTON,2.LMTD,Fresh,Flow2(Manual),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,99,5.3
KSF,2.LMTD,Fresh,Flow2(Manual),10.1,Disbursal acc verified,AWAIT_OFFER_ACCEPT,98,5.0
NACL,2.LMTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,KYC_FAILED,98,19.6
KSF,1.MTD,Fresh,Flow2(Manual),1001.1,Unmapped,VKYC_DOCS_INIT_SUCCESS,98,11.5
KSF,2.LMTD,Fresh,Flow2(Manual),14.1,Submit to LMS,LMS_FETCH_DOCUMENTS_INIT,97,7.6
FULLERTON,1.MTD,Fresh,Flow1(Auto),13.1,Application submitted by user,LOAN_QC_REJECTED,97,2.4
MFL,1.MTD,Renewal,Flow1(Auto),1.0,Total leads,,97,
FULLERTON,1.MTD,Renewal,Flow1(Auto),13.1,Application submitted by user,BUSINESS_APPROVAL_AWAITED,97,5.7
FULLERTON,1.MTD,Renewal,Flow1(Auto),13.1,Application submitted by user,LIS_DATA_UPDATE_FAILED,97,5.7
PIRAMAL,2.LMTD,Renewal,Flow2(Manual),14.0,Submit to LMS,,97,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),10.1,Disbursal acc verified,BANKING_ACTION_DONE,96,13.5
KSF,2.LMTD,Fresh,Flow1(Auto),11.1,Review submit,REVIEW_OFFER_ACCEPTED,96,5.8
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,LENDER_CREATE_APPLICATION_SUCCESS,95,8.9
SHRIRAM,1.MTD,Renewal,Flow2(Manual),15.0,Disbursed,,93,
PYFL,2.LMTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,KYC_REJECTED,93,8.3
MFL,2.LMTD,Fresh,Flow1(Auto),15.0,Disbursed,,93,
KSF,1.MTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,KYC_REJECTED,93,4.2
FULLERTON,1.MTD,Renewal,Flow2(Manual),6.1,Child_Lead_Created,KYC_IN_PROGRESS,93,5.5
PIRAMAL,1.MTD,Renewal,Flow2(Manual),11.0,Review submit,,93,
NACL,1.MTD,Renewal,Flow1(Auto),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,93,8.7
PYFL,2.LMTD,Fresh,Flow1(Auto),13.1,Application submitted by user,LOAN_AGREEMENT_SUCCESS,92,15.3
NACL,1.MTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,92,12.7
MFL,1.MTD,Fresh,Flow2(Manual),15.0,Disbursed,,92,
NACL,1.MTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,92,9.5
NACL,2.LMTD,Renewal,Flow2(Manual),12.0,Mandate done,,92,
FULLERTON,2.LMTD,Fresh,Flow1(Auto),13.1,Application submitted by user,LIS_DATA_UPDATE_FAILED,91,4.3
KSF,2.LMTD,Fresh,Flow1(Auto),10.1,Disbursal acc verified,AWAIT_OFFER_ACCEPT,91,5.2
KSF,1.MTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,LENDER_APP_CREATE_SUCCESS,91,7.0
MFL,1.MTD,Renewal,Flow2(Manual),10.0,Disbursal acc verified,,91,
MFL,2.LMTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,INITIATE_KYC,91,6.3
NACL,2.LMTD,Renewal,Flow2(Manual),13.0,Application submitted by user,,91,
MFL,1.MTD,Renewal,Flow2(Manual),9.0,BRE2 completed,,91,
PIRAMAL,2.LMTD,Renewal,Flow2(Manual),15.0,Disbursed,,91,
PIRAMAL,1.MTD,Renewal,Flow2(Manual),12.0,Mandate done,,88,
PIRAMAL,1.MTD,Renewal,Flow2(Manual),13.0,Application submitted by user,,88,
MFL,1.MTD,Renewal,Flow2(Manual),11.0,Review submit,,87,
FULLERTON,1.MTD,Renewal,Flow1(Auto),13.1,Application submitted by user,LOAN_QC_REJECTED,87,5.1
PIRAMAL,1.MTD,Renewal,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,86,46.5
FULLERTON,2.LMTD,Renewal,Flow1(Auto),13.1,Application submitted by user,LIS_DATA_UPDATE_REQUEST_SUCCESS,86,10.0
SHRIRAM,1.MTD,Fresh,Flow1(Auto),13.1,Application submitted by user,DIY_FI_DOC_UPLOADED,85,8.3
NACL,1.MTD,Fresh,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,83,17.4
NACL,1.MTD,Renewal,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,83,24.1
KSF,2.LMTD,Fresh,Flow1(Auto),14.1,Submit to LMS,LOAN_DISBURSEMENT_FAILURE,83,7.3
KSF,1.MTD,Fresh,Flow2(Manual),11.1,Review submit,EMANDATE_REQUIRED,82,11.9
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),1.0,Total leads,,82,
FULLERTON,2.LMTD,Renewal,Flow1(Auto),1.0,Total leads,,82,
MFL,1.MTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,82,11.0
MFL,1.MTD,Renewal,Flow2(Manual),12.0,Mandate done,,81,
MFL,2.LMTD,Renewal,Flow2(Manual),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,81,78.6
FULLERTON,1.MTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,KYC_SELFIE_UPLOADED,80,1.2
PYFL,1.MTD,Fresh,Flow2(Manual),8.1,KYC completed,LENDER_BRE_REJECTED,79,13.8
PIRAMAL,2.LMTD,Renewal,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,78,35.8
KSF,1.MTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,AWAIT_SELFIE,78,3.1
KSF,2.LMTD,Fresh,Flow1(Auto),13.1,Application submitted by user,FI_AWAITED,77,5.4
FULLERTON,2.LMTD,Renewal,Flow2(Manual),1002.0,Unmapped,,77,
MFL,1.MTD,Renewal,Flow2(Manual),13.0,Application submitted by user,,77,
SHRIRAM,1.MTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,77,10.9
FULLERTON,2.LMTD,Renewal,Flow2(Manual),7.1,Selfie uploaded,KYC_FAILED,77,8.6
KSF,2.LMTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,LENDER_APP_CREATE_SUCCESS,77,9.9
FULLERTON,2.LMTD,Fresh,Flow1(Auto),1.0,Total leads,,77,
FULLERTON,2.LMTD,Fresh,Flow2(Manual),8.1,KYC completed,SERVICEABILITY_REJECTED,76,2.2
SHRIRAM,2.LMTD,Fresh,Flow1(Auto),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,76,11.8
UCL,1.MTD,MicroML,Flow2(Manual),6.1,Child_Lead_Created,AWAIT_SELFIE,76,5.1
FULLERTON,2.LMTD,Fresh,Flow1(Auto),13.1,Application submitted by user,BUSINESS_APPROVAL_AWAITED,75,3.6
PIRAMAL,1.MTD,Renewal,Flow2(Manual),14.0,Submit to LMS,,75,
FULLERTON,2.LMTD,Fresh,Flow1(Auto),13.1,Application submitted by user,LOAN_QC_REJECTED,74,3.5
UCL,1.MTD,MicroML,Flow1(Auto),8.1,KYC completed,LENDER_BRE_REJECTED,74,9.9
KSF,1.MTD,Fresh,Flow1(Auto),1001.1,Unmapped,VKYC_DOCS_INIT_SUCCESS,74,6.8
PYFL,1.MTD,Fresh,Flow1(Auto),8.1,KYC completed,KYC_FAILED_SEARCH_BY_PAN,74,9.2
SHRIRAM,1.MTD,Fresh,Flow1(Auto),11.1,Review submit,EMANDATE_REQUIRED,74,6.7
PYFL,1.MTD,Renewal,Flow1(Auto),6.1,Child_Lead_Created,ML_CHILD_LEAD_CREATED,74,6.7
FULLERTON,2.LMTD,Renewal,Flow1(Auto),10.1,Disbursal acc verified,BANKING_ACTION_DONE,74,7.5
FULLERTON,2.LMTD,Fresh,Flow1(Auto),8.1,KYC completed,BRE2_REQUESTED,73,1.7
SHRIRAM,2.LMTD,Renewal,Flow2(Manual),8.0,KYC completed,,73,
PIRAMAL,2.LMTD,Fresh,Flow2(Manual),11.1,Review submit,EMANDATE_REQUIRED,73,9.2
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,73,11.7
PYFL,2.LMTD,Renewal,Flow1(Auto),6.1,Child_Lead_Created,ML_CHILD_LEAD_CREATED,73,10.4
MFL,2.LMTD,Fresh,Flow2(Manual),15.0,Disbursed,,72,
FULLERTON,1.MTD,Fresh,Flow2(Manual),13.1,Application submitted by user,LOAN_QC_REJECTED,72,2.1
PIRAMAL,2.LMTD,Fresh,Flow1(Auto),11.1,Review submit,EMANDATE_REQUIRED,72,9.3
KSF,2.LMTD,Fresh,Flow2(Manual),1001.1,Unmapped,TF_LMS_FETCH_DOCUMENTS,72,14.2
